1.00E+00	0.001	1
1.00E+03	0.001	1.0844
1.00E+04	0.001	1.85875
1.00E+05	0.001	3.033335
1.00E+06	0.002	4.909856
1.00E+00	0.003	1
1.00E+06	0.004	5.101418
1.00E+05	0.01	3.28126
3.00E+05	0.01	4.179727
1.00E+06	0.01	5.548986
3.00E+06	0.01	7.204012
1.00E+00	0.01	1
1.00E+02	0.01	1.001423617
1.12E+02	0.01	1.002425
1.26E+02	0.01	1.003142
1.41E+02	0.01	1.00381
1.58E+02	0.01	1.004661
1.78E+02	0.01	1.00544
2.00E+02	0.01	1.006852
2.24E+02	0.01	1.00825
2.51E+02	0.01	1.010166
2.82E+02	0.01	1.012608
3.16E+02	0.01	1.015431
3.55E+02	0.01	1.018872
3.98E+02	0.01	1.023205
4.47E+02	0.01	1.028259
5.01E+02	0.01	1.034435
5.62E+02	0.01	1.042041
6.31E+02	0.01	1.050475
7.08E+02	0.01	1.060986
7.94E+02	0.01	1.072802
8.91E+02	0.01	1.087263
1.00E+03	0.01	1.103792
2.00E+03	0.01	1.270412
5.00E+03	0.01	1.634043
1.00E+04	0.01	1.950184
15848.93192	0.01	2.208215
25118.86432	0.01	2.425793
39810.71706	0.01	2.661268
63095.73445	0.01	2.91869
1.00E+03	0.012589254	1.0984
1.00E+02	0.012589254	1.001437015
1.00E+02	0.015848932	1.001448222
1.00E+03	0.015848932	1.101725
1.00E+03	0.019952623	1.104875
1.00E+02	0.019952623	1.001457504
100	0.02	1.002322
112.2018454	0.02	1.00284
125.8925412	0.02	1.003155
141.2537545	0.02	1.003894
158.4893192	0.02	1.004966
177.827941	0.02	1.005958
199.5262315	0.02	1.007327
223.8721139	0.02	1.009314
251.1886432	0.02	1.011471
281.8382931	0.02	1.013981
316.227766	0.02	1.017411
354.8133892	0.02	1.021511
398.1071706	0.02	1.026475
446.6835922	0.02	1.032463
501.1872336	0.02	1.039563
562.3413252	0.02	1.048217
630.9573445	0.02	1.058893
707.9457844	0.02	1.070934
794.3282347	0.02	1.084929
891.2509381	0.02	1.101712
1000	0.02	1.120352
1.00E+03	0.025118864	1.107499
1.00E+02	0.025118864	1.001465135
1.00E+00	0.03	1
1.00E+02	0.031622777	1.001471414
1.00E+03	0.031622777	1.109755
1.00E+03	0.039810717	1.111732
1.00E+02	0.039810717	1.001476593
1.00E+02	0.05	1.002129
1.12E+02	0.05	1.002537
1.26E+02	0.05	1.003208
1.41E+02	0.05	1.003934
1.58E+02	0.05	1.004849
1.78E+02	0.05	1.006011
2.00E+02	0.05	1.007402
2.24E+02	0.05	1.009871
2.51E+02	0.05	1.011615
2.82E+02	0.05	1.014796
3.16E+02	0.05	1.018216
3.55E+02	0.05	1.022684
3.98E+02	0.05	1.027778
4.47E+02	0.05	1.034214
5.01E+02	0.05	1.041722
5.62E+02	0.05	1.050855
6.31E+02	0.05	1.0623
7.08E+02	0.05	1.075416
7.94E+02	0.05	1.090516
8.91E+02	0.05	1.108657
1.00E+03	0.05	1.129303
1.00E+07	0.05	12.65627
3.00E+07	0.05	17.01129
100000000	0.05	23.5392
1.00E+03	0.050118723	1.113448
1.00E+02	0.050118723	1.001480899
1.00E+03	0.063095734	1.114862
1.00E+02	0.063095734	1.001484511
1.00E+03	0.079432823	1.11614
1.00E+02	0.079432823	1.00148757
1.00E+05	0.1	3.92835
3.00E+05	0.1	5.28851
1.00E+06	0.1	7.326606
3.00E+06	0.1	9.856464
1.00E+07	0.1	13.62576
1.00E+00	0.1	1
1.00E+02	0.1	1.001490191
1.12E+02	0.1	1.002513
1.26E+02	0.1	1.003339
1.41E+02	0.1	1.004137
1.58E+02	0.1	1.004902
1.78E+02	0.1	1.006562
2.00E+02	0.1	1.007835
2.24E+02	0.1	1.009833
2.51E+02	0.1	1.01237
2.82E+02	0.1	1.015268
3.16E+02	0.1	1.018545
3.55E+02	0.1	1.022953
3.98E+02	0.1	1.028495
4.47E+02	0.1	1.034804
5.01E+02	0.1	1.042819
5.62E+02	0.1	1.052292
6.31E+02	0.1	1.063467
7.08E+02	0.1	1.077113
7.94E+02	0.1	1.093125
8.91E+02	0.1	1.111698
1.00E+03	0.1	1.117074
3.00E+07	0.1	18.2361
100000000	0.1	25.10701
2.00E+03	0.1	1.312028
5.00E+03	0.1	1.739099
1.00E+04	0.1	2.130605
15848.93192	0.1	2.420607
25118.86432	0.1	2.736988
39810.71706	0.1	3.091628
63095.73445	0.1	3.493415
1.00E+03	0.125892541	1.11785
1.00E+02	0.125892541	1.001492455
1.00E+03	0.158489319	1.118541
1.00E+02	0.158489319	1.001494425
1.00E+03	0.199526231	1.119054
1.00E+02	0.199526231	1.00149615
1.00E+02	0.2	1.002247
1.12E+02	0.2	1.00288
1.26E+02	0.2	1.003511
1.41E+02	0.2	1.004453
1.58E+02	0.2	1.005314
1.78E+02	0.2	1.006407
2.00E+02	0.2	1.007765
2.24E+02	0.2	1.009645
2.51E+02	0.2	1.012116
2.82E+02	0.2	1.015027
3.16E+02	0.2	1.018548
3.55E+02	0.2	1.022509
3.98E+02	0.2	1.028
4.47E+02	0.2	1.03485
5.01E+02	0.2	1.042936
5.62E+02	0.2	1.052872
6.31E+02	0.2	1.064402
7.08E+02	0.2	1.078258
7.94E+02	0.2	1.094641
8.91E+02	0.2	1.113578
1.00E+03	0.2	1.135391
3.00E+07	0.2	19.49089
1.00E+08	0.2	26.78413
1.00E+03	0.251188643	1.119354
1.00E+02	0.251188643	1.001497667
1.00E+05	0.3	4.257981
3.00E+05	0.3	5.833568
1.00E+06	0.3	8.166902
3.00E+06	0.3	11.01834
1.00E+07	0.3	15.27374
1.00E+00	0.3	1
1.00E+02	0.3	1.002442
1.12E+02	0.3	1.00291
1.26E+02	0.3	1.003349
1.41E+02	0.3	1.004163
1.58E+02	0.3	1.004865
1.78E+02	0.3	1.006153
2.00E+02	0.3	1.007601
2.24E+02	0.3	1.009549
2.51E+02	0.3	1.011898
2.82E+02	0.3	1.014817
3.16E+02	0.3	1.018359
3.55E+02	0.3	1.022963
3.98E+02	0.3	1.028392
4.47E+02	0.3	1.0351
5.01E+02	0.3	1.043235
5.62E+02	0.3	1.053078
6.31E+02	0.3	1.064886
7.08E+02	0.3	1.07867
7.94E+02	0.3	1.094879
8.91E+02	0.3	1.113765
1.00E+03	0.3	1.136058
1584.893192	0.3	1.237613
2511.886432	0.3	1.417614
3981.071706	0.3	1.64828
6309.573445	0.3	1.913713
10000	0.3	2.204876
15848.93192	0.3	2.522856
25118.86432	0.3	2.876544
39810.71706	0.3	3.339868
63095.73445	0.3	3.798955
1.00E+03	0.316227766	1.11959
1.00E+02	0.316227766	1.001499006
1.00E+02	0.398107171	1.001500189
1.00E+03	0.398107171	1.119868
1.00E+02	0.5	1.002433
1.12E+02	0.5	1.002599
1.26E+02	0.5	1.003322
1.41E+02	0.5	1.004195
1.58E+02	0.5	1.004963
1.78E+02	0.5	1.006081
2.00E+02	0.5	1.007753
2.24E+02	0.5	1.009653
2.51E+02	0.5	1.011717
2.82E+02	0.5	1.014936
3.16E+02	0.5	1.018653
3.55E+02	0.5	1.022991
3.98E+02	0.5	1.028524
4.47E+02	0.5	1.035203
5.01E+02	0.5	1.043135
5.62E+02	0.5	1.052697
6.31E+02	0.5	1.06462
7.08E+02	0.5	1.078485
7.94E+02	0.5	1.094897
8.91E+02	0.5	1.114185
1.00E+03	0.5	1.136419
3.00E+07	0.5	21.59033
1.00E+08	0.5	29.55042
1.00E+02	0.501187234	1.001501239
1.00E+03	0.501187234	1.120026
1.00E+03	0.630957344	1.120191
1.00E+02	0.630957344	1.001502196
1.00E+02	0.794328235	1.00150399
1.00E+03	0.794328235	1.120383
1.00E+03	1	1.118799
3.00E+03	1	1.504896
1.00E+04	1	2.257191
3.00E+04	1	3.182965
1.00E+05	1	4.603972
3.00E+05	1	6.381505
1.00E+06	1	8.995005
3.00E+06	1	12.20152
1.00E+07	1	16.91493
1.00E+00	1	1
1.00E+02	1	1.001539582
1.12E+02	1	1.001887
1.26E+02	1	1.002385
1.41E+02	1	1.003078
1.58E+02	1	1.003861
1.78E+02	1	1.004834
2.00E+02	1	1.006093
2.24E+02	1	1.007626
2.51E+02	1	1.009618
2.82E+02	1	1.012097
3.16E+02	1	1.015092
3.55E+02	1	1.018869
3.98E+02	1	1.023514
4.47E+02	1	1.029295
5.01E+02	1	1.036342
5.62E+02	1	1.044909
6.31E+02	1	1.055446
7.08E+02	1	1.06817
7.94E+02	1	1.083377
8.91E+02	1	1.101391
3.00E+07	1	22.55974
100000000	1	30.9254
1.00E+02	1.258925412	1.001514726
1.00E+03	1.258925412	1.120822
1.00E+03	1.584893192	1.12087
1.00E+02	1.584893192	1.001514918
1.00E+02	1.995262315	1.0015144
1.00E+03	1.995262315	1.120936
1.00E+02	2	1.001565
1.12E+02	2	1.001934
1.26E+02	2	1.002394
1.41E+02	2	1.003034
1.58E+02	2	1.003765
1.78E+02	2	1.004762
2.00E+02	2	1.005985
2.24E+02	2	1.007615
2.51E+02	2	1.009516
2.82E+02	2	1.012005
3.16E+02	2	1.015094
3.55E+02	2	1.018811
3.98E+02	2	1.023495
4.47E+02	2	1.029236
5.01E+02	2	1.036365
5.62E+02	2	1.04498
6.31E+02	2	1.055547
7.08E+02	2	1.068196
7.94E+02	2	1.083406
8.91E+02	2	1.101445
1.00E+03	2	1.122611
3.00E+07	2	23.03201
1.00E+08	2	31.60546
1.00E+02	2.511886432	1.001513894
1.00E+03	2.511886432	1.120983
1.00E+00	3	1
1584.893192	3	1.253428
2511.886432	3	1.429311
3981.071706	3	1.66271
6309.573445	3	1.946419
10000	3	2.275562
15848.93192	3	2.649443
25118.86432	3	3.074775
39810.71706	3	3.560574
63095.73445	3	4.114072
1.00E+03	3.16227766	1.120991
1.00E+02	3.16227766	1.00151344
1.00E+02	3.981071706	1.001513034
1.00E+03	3.981071706	1.12097
1.00E+05	5	4.722842
3.00E+05	5	6.542684
1.00E+06	5	9.237534
3.00E+06	5	12.54186
1.00E+07	5	17.40512
1.00E+02	5	1.001362
1.12E+02	5	1.001891
1.26E+02	5	1.002333
1.41E+02	5	1.002986
1.58E+02	5	1.003731
1.78E+02	5	1.004723
2.00E+02	5	1.006036
2.24E+02	5	1.007603
2.51E+02	5	1.009578
2.82E+02	5	1.011976
3.16E+02	5	1.014973
3.55E+02	5	1.018743
3.98E+02	5	1.023383
4.47E+02	5	1.029079
5.01E+02	5	1.03612
5.62E+02	5	1.044928
6.31E+02	5	1.055497
7.08E+02	5	1.068201
7.94E+02	5	1.083329
8.91E+02	5	1.101345
1.00E+03	5	1.122577
1.00E+03	5.011872336	1.120969
1.00E+02	5.011872336	1.001512673
1.00E+02	6.309573445	1.00151235
1.00E+03	6.309573445	1.12093
1.00E+03	7.943282347	1.120921
1.00E+02	7.943282347	1.001512063
1.00E+05	10	4.727927
3.00E+05	10	6.550085
1.00E+06	10	9.248846
3.00E+06	10	12.56047
1.00E+07	10	17.43376
1.00E+00	10	1
1.00E+02	10	1.001511807
1.12E+02	10	1.001793
1.26E+02	10	1.002313
1.41E+02	10	1.002977
1.58E+02	10	1.003702
1.78E+02	10	1.004718
2.00E+02	10	1.005938
2.24E+02	10	1.007591
2.51E+02	10	1.009513
2.82E+02	10	1.011894
3.16E+02	10	1.014958
3.55E+02	10	1.018717
3.98E+02	10	1.023429
4.47E+02	10	1.029195
5.01E+02	10	1.036278
5.62E+02	10	1.044897
6.31E+02	10	1.055428
7.08E+02	10	1.068109
7.94E+02	10	1.083257
8.91E+02	10	1.101226
1.00E+03	10	1.120924
3.00E+07	10	23.27306
100000000	10	31.95458
1584.893192	10	1.253157
2.00E+03	10	1.323895
2511.886432	10	1.429475
3981.071706	10	1.663756
5.00E+03	10	1.800963
6309.573445	10	1.94807
1.00E+04	10	2.281759
15848.93192	10	2.654654
2.00E+04	10	2.868484
25118.86432	10	3.083702
39810.71706	10	3.573453
5.00E+04	10	3.843569
63095.73445	10	4.130154
1.00E+02	12.58925412	1.001511578
1.00E+03	12.58925412	1.12091
1.00E+03	15.84893192	1.120895
1.00E+02	15.84893192	1.001511375
1.00E+02	19.95262315	1.001511193
1.00E+03	19.95262315	1.120883
1.00E+02	25.11886432	1.001511031
1.00E+03	25.11886432	1.120908
1.00E+00	30	1
1.00E+03	31.6227766	1.120934
1.00E+02	31.6227766	1.001510887
1.00E+02	39.81071706	1.001510759
1.00E+03	39.81071706	1.120974
1.00E+05	50	4.729585
3.00E+05	50	6.552176
1.00E+06	50	9.252672
3.00E+06	50	12.5689
1.00E+07	50	17.44738
1.00E+03	50.11872336	1.120967
1.00E+02	50.11872336	1.001510644
1.00E+02	63.09573445	1.001510542
1.00E+03	63.09573445	1.12096
1.00E+03	79.43282347	1.120993
1.00E+02	79.43282347	1.001510451
1.00E+05	100	4.730106
3.00E+05	100	6.552212
1.00E+06	100	9.253558
3.00E+06	100	12.56712
1.00E+07	100	17.44624
1.00E+00	100	1
1.00E+02	100	1.00151037
1.12E+02	100	1.001992
1.26E+02	100	1.002448
1.41E+02	100	1.003086
1.58E+02	100	1.003928
1.78E+02	100	1.004892
2.00E+02	100	1.006131
2.24E+02	100	1.007747
2.51E+02	100	1.009717
2.82E+02	100	1.012115
3.16E+02	100	1.015133
3.55E+02	100	1.018855
3.98E+02	100	1.023507
4.47E+02	100	1.029261
5.01E+02	100	1.036302
5.62E+02	100	1.045009
6.31E+02	100	1.055429
7.08E+02	100	1.068136
7.94E+02	100	1.083278
8.91E+02	100	1.101308
1.00E+03	100	1.120995
3.00E+07	100	23.2933
100000000	100	31.9889
1584.893192	100	1.254028
2.00E+03	100	1.32385
2511.886432	100	1.429945
3981.071706	100	1.663558
5.00E+03	100	1.80097
6309.573445	100	1.94762
1.00E+04	100	2.28221
15848.93192	100	2.656125
2.00E+04	100	2.869974
25118.86432	100	3.086352
39810.71706	100	3.576235
5.00E+04	100	3.845868
63095.73445	100	4.132709
1.00E+00	300	1
1.00E+00	1000	1
2.00E+03	1000	1.323852
5.00E+03	1000	1.800955
1.00E+04	1000	2.28222
2.00E+04	1000	2.87008
5.00E+04	1000	3.845978
1.00E+00	3000	1
1.00E+00	10000	1
2.00E+03	10000	1.324034
5.00E+03	10000	1.80096
1.00E+04	10000	2.282225
2.00E+04	10000	2.870085
5.00E+04	10000	3.845991
1.00E+00	30000	1
1.00E+00	100000	1
3.00E+07	100000	23.29443
100000000	100000	31.99099
2.00E+03	100000	1.324031
5.00E+03	100000	1.800935
1.00E+04	100000	2.282159
2.00E+04	100000	2.870037
5.00E+04	100000	3.845923
